Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1891,PCGS,MS,64,2291142,New Orleans,1,10,10,0,0,1887,1738,167033,196720,26543,33957,108679,76101,23611,77672,,
1883,PCGS,MS,65,2009607,Carson City,1,10,10,0,0,1252,1003,184045,222648,22521,32634,108679,79741,27844,84045,,
1878,NGC,MS,63,1883313,Philadelphia,1,10,10,0,0,4341,2500,185457,171241,32152,32517,108698,62135,26307,70425,,
1882,PCGS-CAC,MS,64,2198400,Carson City,1,10,10,0,0,3098,1434,183479,204038,25735,30263,108721,74868,25576,76676,,
1879,NGC,MS,65,2203060,San Francisco,1,10,10,0,0,1627,2394,177318,220847,22392,36499,108723,79013,28514,78302,,
1883,PCGS,MS,65,2257065,Philadelphia,1,10,10,0,0,3310,1170,186037,213081,23127,31126,108757,75201,26892,77039,,
1880,PCGS,MS,67,1880905,San Francisco,2,9,10,3.05,1,2566,1456,185324,233066,28085,33791,108774,84148,28787,85624,,
1880,NGC,MS,65,2285192,Carson City,1,10,10,0,0,5730,2830,174183,198696,29047,35579,108792,76298,26059,76686,,
1880,PCGS,MS,64,2291772,Carson City,1,10,10,0,0,5822,2640,189968,192633,36216,40580,108792,53025,26137,83075,,
1879,NGC,MS,65,2274264,San Francisco,2,9,10,0,0,3248,2761,149896,197263,20225,42122,108809,72929,19573,74914,,
1883,PCGS,MS,66,2286243,Philadelphia,1,10,10,0,0,1810,1295,179048,190429,17978,33715,108817,69470,25073,67951,,
1900,NGC,MS,67,1885942,New Orleans,0,7,8,0,0,2655,2561,175939,199590,28072,32430,108867,73699,23827,73169,,
1880,NGC,MS,65,1868763,San Francisco,3,9,8,1.75,0.35,4015,1609,187407,204733,34470,34801,108868,71823,29050,78827,,
1889,NGC,MS,64,2285234,Philadelphia,1,10,10,0,0,4018,2568,173613,195478,22594,36156,108877,64128,22424,71869,,
1878,NGC,MS,63,2298991,Philadelphia,1,10,10,0,0,2418,1842,174677,228021,26602,36137,108891,80460,24315,81523,,
1885,PCGS,MS,65,2291780,Carson City,1,10,10,0,0,1851,2063,173707,178318,21705,31281,108896,56419,25202,69228,,
1883,NGC,MS,63,1872382,Carson City,1,10,10,1.75,0,2407,1597,194451,219010,26996,33024,108897,75335,29712,78474,,
1880,PCGS,MS,66,2212426,San Francisco,1,10,10,0,0,1901,2151,187058,217399,21411,29047,108911,77213,27411,84688,,
1879,PCGS,MS,64,2009064,Carson City,2,10,10,1.4,0,3038,1972,178125,242434,31179,37645,108917,89068,22799,78711,,
1879,PCGS,MS,64,2203398,Carson City,2,10,10,0,0,3038,1972,178125,242434,31179,37645,108917,89068,22799,78711,,
1886,PCGS,MS,63,2177387,San Francisco,1,10,10,0,0,2023,1672,184329,221629,26797,34748,108922,78556,25657,77975,,
1902,NGC,MS,64,2270261,San Francisco,2,9,10,0.35,0,2366,2491,163913,190389,21847,30980,108926,77448,24082,73984,,
1890,PCGS,MS,65,2291889,New Orleans,2,10,10,0,0,1160,1634,179723,220012,21358,35972,108933,74541,29923,87666,,
1892,PCGS,MS,64,1872466,Philadelphia,1,9,9,0,0.35,2455,1825,201654,251070,29420,35917,108968,81703,32142,92394,,
1897,NGC,MS,65,2273743,Philadelphia,1,10,10,0,0,3991,1660,178855,180460,27440,32130,108996,60240,23310,73938,,
1881,PCGS,MS,65,2255013,Carson City,2,10,10,0,0.35,4250,3382,174896,223238,30958,43945,109022,77035,20847,85218,,
1878,NGC,MS,62,2065826,San Francisco,2,8,8,2.05,1.3,4663,1744,188089,206533,39674,39041,109032,70753,27176,83998,,
1882,PCGS,MS,62,2272129,San Francisco,2,9,9,0,0.65,10862,4486,195301,212622,51171,47706,109053,78387,33762,78971,,
1878,PCGS,MS,65,2290574,Carson City,1,10,10,0,0,1703,2299,169402,197472,21919,34030,109059,73189,21370,78063,,
1891,NGC,MS,63,2273738,Carson City,1,10,10,0,0,1984,1346,167283,180123,21803,33394,109072,66456,23648,73520,,
1884,ICG,MS,62,2275577,Carson City,2,10,10,0,0,6035,1283,165513,185500,30475,33077,109076,70450,25312,69686,,
1883,PCGS,MS,66,2286244,Philadelphia,1,10,10,0,0,1808,1421,181978,201404,19619,33257,109091,71966,27218,67368,,
1885,PCGS,MS,64,2090184,New Orleans,1,9,9,0,0,5479,2851,186341,200629,42357,42227,109104,68229,35078,83477,,
1881,PCGS,MS,68,2188899,San Francisco,1,10,10,0,0,2357,958,185432,221478,21505,33768,109121,77362,24636,78090,,
1884,PCGS,MS,63,2093089,Philadelphia,3,9,10,2.4,0,7272,2265,185447,182011,49913,38158,109151,47551,37316,69115,,
1880,NGC-CAC,MS,67,2184463,San Francisco,1,10,10,0,0,2332,2147,171741,211912,18297,34334,109151,77188,20830,72195,,
1904,PCGS,MS,64,2295130,New Orleans,3,10,8,0,0,2066,1788,157903,203616,22278,33965,109164,64899,22355,82071,,
1878,PCGS,MS,63,2265072,Carson City,2,10,10,0,0,6720,2456,189921,204186,32681,37123,109168,75692,23795,73322,,
1879,NGC,MS,64,2296179,San Francisco,3,10,10,0.35,0,2694,2275,166665,206017,27141,39840,109178,80197,23408,79209,,
1881,PCGS,MS,64,2287686,Carson City,1,10,10,0,0,1542,1789,177089,208658,21263,36181,109179,76452,24594,80633,,
1881,PCGS,MS,64,2297589,Carson City,0,10,10,0,0,1542,1789,177089,208658,21263,36181,109179,76452,24594,80633,,
1883,PCGS,MS,64,2232487,New Orleans,4,6,7,2,3.3,6081,2100,189263,213081,42052,38813,109187,59809,33678,83432,,
1884,NGC,MS,66,1855751,Carson City,2,9,9,1.75,0,1152,1754,190050,226957,18293,35522,109188,78182,29927,81886,,
1891,NGC-CAC,MS,64,2078673,Philadelphia,3,9,9,1.65,2.95,1743,2039,158816,212101,23795,42196,109194,82351,24021,80551,,
1878,NGC,MS,61,2298984,Philadelphia,2,10,10,0.7,0.35,2133,1793,163623,195078,27056,37732,109202,79483,25195,72326,,
1881,NGC,MS,67,2232486,San Francisco,1,8,9,0,0,4035,2883,176730,174530,30217,38748,109207,64275,31647,71400,,
1878,PCGS,MS,66,2234006,Philadelphia,1,10,10,0,0,2000,1641,177370,206796,21173,30037,109234,73534,24665,79010,,
1884,PCGS,MS,64,2064154,Carson City,1,9,9,0,0,2040,2314,191508,212518,25962,37434,109237,73398,29092,71699,,
1885,NGC,MS,62,2298774,San Francisco,2,9,9,0,0,3360,3130,158879,212025,24401,35724,109237,83718,22163,75645,,
1878,ICG,MS,63,2275546,San Francisco,2,9,9,0,0,6009,2055,181939,187499,42656,34910,109241,70713,35897,72057,,
1886,PCGS,MS,63,2257079,San Francisco,3,9,9,0,0,3259,1430,184077,199378,27087,29455,109255,68868,29161,72538,,
1878,PCGS,MS,65,2284604,Philadelphia,2,10,10,0,0,3794,1658,180584,213113,32492,40273,109264,77082,23785,75416,,
1878,PCGS-CAC,MS,64,2231510,Philadelphia,2,10,10,0,0,3970,3147,185089,203203,30461,38660,109293,72275,26656,77738,,
1893,PCGS,MS,62,2437988,Carson City,2,10,10,0,0,3187,2179,184458,214187,28312,36361,109293,80613,30985,79943,,
1891,PCGS,MS,64,2298654,Carson City,1,10,10,0,0,3083,2888,171822,214181,26349,40877,109294,80425,27265,79742,,
1880,PCGS,MS,65,2291392,San Francisco,2,10,10,0,0,3028,2772,183127,189231,27600,34928,109300,62603,27547,73395,,
1880,NGC,MS,65,2243004,Philadelphia,1,10,10,0,0,2864,836,174329,205309,23122,29242,109306,71886,29892,80916,,
1878,NGC,MS,64,2296648,San Francisco,0,10,10,0,0,2750,1199,182399,204272,26329,36455,109343,75315,26100,76597,,
1889,PCGS,MS,63,2287741,New Orleans,1,10,10,0,0,2547,1383,170388,203300,25330,32414,109369,75644,20654,71547,,
1881,PCGS,MS,66,2408828,New Orleans,1,10,10,1.75,0,2522,1369,185186,209956,23582,31750,109379,75040,24903,76609,,
1903,PCGS-CAC,MS,65,2173849,New Orleans,3,7,9,3.95,3.6,2463,3091,183981,183321,31605,35204,109391,55154,32005,80647,,
1896,PCGS,MS,62,2242978,Philadelphia,3,9,10,1.35,0,7666,1386,181293,208058,44671,34090,109423,75837,29165,80248,,
1883,PCGS,MS,66,2163343,Carson City,2,10,10,0,0,2223,1487,172191,210092,21776,32285,109428,78325,22717,78260,,
1878,PCGS,MS,66,2263146,Philadelphia,1,10,10,0,0,2651,2447,178242,224892,22640,33219,109431,80091,29497,77949,,
1881,PCGS,MS,63,2010021,Carson City,2,10,10,3.05,1.3,2393,2324,187531,225369,26322,36819,109433,87657,31527,84555,,
1880,ANACS,MS,63,2456992,Philadelphia,1,10,10,0,0,3604,3243,181358,206152,34836,36314,109468,75739,31888,79182,,
1882,PCGS-CAC,MS,66,2284089,San Francisco,1,10,10,0,0,2674,2157,169205,194852,20961,34452,109471,72502,21463,68072,,
1880,PCGS,MS,65,2290086,San Francisco,1,10,10,0,0,1963,1036,181777,199754,21315,35695,109489,63932,27908,81007,,
1879,PCGS,MS,63,2184398,San Francisco,1,10,10,0,0,1910,1010,183415,209302,20241,28614,109494,72266,25536,76870,,
1882,PCGS,MS,67,2232109,San Francisco,1,10,10,0,0,1885,1058,180443,198100,22596,33717,109509,69661,26024,72870,,
1878,PCGS-CAC,MS,64,2286241,Philadelphia,3,9,10,1.65,1.65,3784,3058,190066,182272,36220,46754,109514,63437,34836,71446,,
1878,NGC,MS,64,2248122,San Francisco,1,9,9,0,0,4480,2450,176255,209736,26998,39387,109515,71731,25062,78212,,
1893,PCGS,MS,63,2207949,Philadelphia,2,10,10,0.65,0,2138,1657,147252,199340,23747,31731,109519,78502,18522,75947,,
1879,PCGS,MS,64,2260535,San Francisco,3,8,9,3.25,3.25,7184,4107,183458,212738,47324,42972,109519,78375,30011,84413,,
1882,NGC-GSA,MS,63,2215113,Carson City,1,10,10,0,0,1645,2459,171679,208216,17465,32356,109526,76066,25464,72952,,
1879,NGC,MS,64,2169371,San Francisco,1,10,10,0,0,5752,2046,180547,216886,30771,32621,109530,78520,28006,76313,,
1881,NGC-CAC,MS,66,2204423,San Francisco,1,9,9,0,0,2574,1636,184017,204219,24193,30900,109550,70595,23670,74774,,
1881,PCGS,MS,64,2429488,San Francisco,3,9,10,1.75,0,2539,1269,173266,200199,27988,34809,109552,74364,18846,75705,,
1882,PCGS,MS,63,1886267,Carson City,1,9,9,1.75,0,2956,1127,196289,228881,29268,34537,109563,80386,26097,85672,,
1883,PCGS,MS,63,2430409,Carson City,3,9,9,3.05,0.65,6617,7018,180469,211255,31539,52325,109572,76462,31292,74890,,
1879,NGC,MS,65,2274263,San Francisco,1,10,10,0,0,3354,1323,181736,215680,23181,33873,109575,74822,26685,79396,,
1884,PCGS,MS,64,2008555,Carson City,2,8,8,1.75,0,2701,2299,188830,219315,31016,37363,109582,74504,27047,82823,,
1891,PCGS,MS,66,2291785,Carson City,1,10,10,0,0,1834,1229,174876,203729,23925,29893,109583,74577,28839,78098,,
1885,PCGS,MS,64,2064137,Philadelphia,1,7,5,1.75,0,4595,1952,188420,198603,33587,33575,109600,67194,33941,80451,,
1878,NGC,MS,63,2192911,San Francisco,1,9,9,0,0,5245,1230,186011,187392,39613,33694,109607,69033,33592,72954,,
1880,PCGS,MS,63,2125935,San Francisco,3,8,9,5,0,4958,3385,195959,212655,42165,40907,109619,65243,35861,82179,,
1881,NGC,MS,64,2295597,San Francisco,3,9,10,0.7,0.35,1996,2264,173564,190249,25944,42423,109620,62503,23493,74089,,
1883,PCGS,MS,64,2097756,Carson City,1,9,8,1.75,0,3919,1625,199324,202191,31776,29152,109620,68849,30998,78278,,
1904,NGC-CAC,MS,66,2284083,New Orleans,1,10,10,0,0,2770,1925,163993,179670,19180,31018,109627,67748,21188,64060,,
1883,NGC,MS,61,2298963,New Orleans,1,9,8,0,0,3147,3331,153404,158785,32485,33066,109629,64649,28444,75331,,
1883,PCGS,MS,64,2260544,New Orleans,3,5,10,1,0,3873,2489,173696,187175,28406,34987,109630,72519,31094,75355,,
1880,NGC,MS,65,2062858,San Francisco,2,10,9,1.75,0,1738,1969,170843,212738,21340,37180,109640,77903,25398,81462,,
1891,PCGS,MS,65,1825724,San Francisco,2,9,9,0,0,4054,2982,161588,182109,32539,38843,109656,63944,20141,71548,,
1878,PCGS,MS,66,2252545,Carson City,2,10,10,0,0,2415,3057,164932,186037,22992,30637,109724,74944,22717,73670,,
1892,PCGS,MS,63,2181407,New Orleans,2,10,10,0,0,2721,2044,169008,226463,24840,38502,109733,91717,32157,85306,,
1885,PCGS,MS,65,2163345,Carson City,1,10,10,0,0,2990,2240,199867,246901,28062,40823,109735,79517,37175,90903,,
1878,PCGS,MS,64,2289140,Philadelphia,1,10,10,0,0,1657,1497,178792,213816,23757,29993,109740,72477,24203,74984,,
1889,NGC,MS,64,2270243,New Orleans,1,10,10,0,0,4860,1873,172539,208682,27649,37144,109744,78230,21567,76863,,
1883,PCGS,MS,62,2114246,San Francisco,3,9,10,2.4,1,10025,5285,201257,218118,53891,49799,109753,75919,37179,79424,,
1885,PCGS,MS,64,2291395,Carson City,1,10,10,0,0,2947,1633,170857,175314,28936,33518,109761,57490,28763,71624,,
1878,NGC,MS,65,2280075,San Francisco,1,10,10,0,0,2242,2762,181106,206359,22449,40446,109775,74148,26014,78177,,
1878,PCGS,MS,64,2223476,San Francisco,2,9,10,0,0,4325,2567,189938,191706,31234,34003,109791,66599,29051,70409,,
1880,PCGS-CAC,MS,68,2270281,San Francisco,1,10,10,0,0,1403,2640,167225,202085,18501,37873,109793,73148,23502,70386,,
1878,PCGS,MS,62,2287703,Philadelphia,1,8,8,0,0,3944,1116,187581,217388,34150,35613,109800,72964,27446,73565,,
1878,NGC,MS,63,2289092,Philadelphia,1,10,10,0,0,5451,3101,165583,197531,25264,38583,109807,80658,23729,70130,,
1879,PCGS,MS,68,2075315,San Francisco,2,9,10,2.4,1,905,1587,179089,224244,18018,37273,109812,82429,28635,84351,,
1885,NGC,MS,65,2380883,Carson City,3,10,10,3.7,0,4714,2325,179474,194383,37598,30644,109819,76094,30588,73608,,
1885,PCGS,MS,63,2064193,Philadelphia,1,7,5,0,0,6064,3171,202809,206010,44050,36050,109819,69961,38357,86434,,
1879,PCGS,MS,64,2084687,San Francisco,1,10,10,1.75,0,1800,1830,194940,243135,23722,36063,109832,87311,30548,87780,,
1881,PCGS,MS,63,2034102,San Francisco,1,8,6,1.75,0,5673,1811,186093,193381,42303,34004,109833,68193,26618,78001,,
1885,NGC,MS,62,2298793,San Francisco,1,10,10,0,0,4160,2159,164322,211852,21463,33508,109836,78068,20637,75104,,
1889,PCGS,MS,64,1872325,Philadelphia,1,9,7.25,0,0,2926,1296,195456,232298,28924,31510,109836,78327,29901,81492,,
1885,PCGS,MS,66,2270198,Carson City,3,10,10,0,1.65,4274,3872,167512,187515,26125,34147,109847,77095,27440,78745,,
1878,PCGS,MS,63,2289597,San Francisco,2,10,10,0,0,2965,2024,187193,194272,30275,35623,109854,69948,29391,76455,,
1886,PCGS,MS,63,1872324,Philadelphia,1,9,8,0.35,0,2809,2050,205760,237703,28634,35377,109854,79427,31464,82512,,
1893,PCGS,MS,61,2252534,Philadelphia,2,10,10,0,0,4721,2135,178164,217783,38077,31851,109855,80143,28030,76372,,
1880,PCGS,MS,66,2016201,San Francisco,1,9,9,0,0,3256,1139,189140,200825,27903,26847,109872,67044,25985,77660,,
1885,NGC,MS,65,2291077,New Orleans,3,10,7,0,3.6,2840,4673,166810,213496,26132,48863,109893,77958,23882,81190,,
1878,NGC,MS,64,2273692,Philadelphia,1,10,10,0,0,3732,2385,176674,202592,25643,36574,109924,72007,24596,76688,,
1883,PCGS,MS,62,2155835,New Orleans,2,10,10,0,0,5971,2493,191620,188119,48755,40102,109946,61362,30770,77302,,
1880,NGC,MS,67,2273698,San Francisco,2,10,10,0,0,1376,1593,161911,196933,18414,35699,109977,68868,17395,73207,,
1884,NGC,MS,60,2090689,San Francisco,1,6,4,1.75,0,2931,2189,188221,211163,32843,36170,109996,74439,34399,88389,,
1889,NGC,MS,64,2231533,New Orleans,2,10,10,0,0,2944,1616,168416,192230,22146,33461,110009,74293,21005,71625,,
1880,PCGS-CAC,MS,66,2184419,Carson City,1,10,10,0,0,1125,1920,174614,205138,17556,30346,110011,83214,31306,73125,,
1879,PCGS,MS,66,1888309,Philadelphia,1,10,10,1.4,0,1475,787,171245,224473,20146,30780,110018,82696,29859,84835,,
1888,PCGS,MS,64,2275094,Philadelphia,3,9,10,1,0,3197,1743,160262,185652,24314,34351,110027,70497,19963,64870,,
1884,PCGS,MS,64,2283384,Carson City,1,10,10,0,0,1973,2189,169385,209038,18742,35156,110029,75789,28883,77759,,
1878,NGC,MS,64,2288117,Carson City,1,10,10,0,0,5471,1621,175240,167836,30386,32974,110063,65688,22406,63090,,
1880,PCGS,MS,64,2092732,San Francisco,2,10,10,0,0,2420,1749,190640,240894,24480,35200,110063,82745,30446,85631,,
1882,NGC,MS,63,2177366,Carson City,2,10,9,0,0.65,3948,2676,171070,215904,27596,34092,110065,79730,22552,79950,,
1881,NGC,MS,66,2203905,San Francisco,1,10,10,0,0,2313,1254,179896,209089,20972,34466,110068,71990,28458,76897,,
1878,PCGS,MS,64,2291354,Carson City,2,10,10,0,0,3160,1676,190120,192675,26831,31835,110074,62972,24664,74542,,
1882,PCGS,MS,65,2115240,Philadelphia,1,10,10,0,0,3085,1508,174398,224498,20091,33966,110074,85089,22639,78998,,
1883,PCGS,MS,63,2007009,Carson City,1,10,9,1.75,0,3700,1746,196820,225711,32924,37843,110096,82122,30762,87785,,
1880,PCGS,MS,65,2296215,San Francisco,2,9,9,0.35,0,1290,719,169796,211615,18783,29655,110098,76523,22617,80515,,
1879,PCGS-CAC,MS,65,2078681,San Francisco,1,10,10,1.75,0,2596,1713,187765,244148,28976,38981,110118,84586,28363,94038,,
1878,PCGS,MS,62,2203057,Philadelphia,2,10,10,0,0,2986,1379,190876,216577,27904,34667,110123,77729,30518,86652,,
1881,PCGS,MS,63,2121292,New Orleans,2,10,10,0,0,6040,2647,181187,215202,27535,34580,110138,80683,26727,78524,,
1878,PCGS,MS,61,2271210,Carson City,3,9,9,0.65,0,5532,1928,199421,196499,42173,37756,110159,66915,39599,82257,,
1878,PCGS,MS,64,2177350,San Francisco,1,10,10,0,0,5525,1544,191925,192193,29706,28521,110160,64508,23370,69837,,
1890,NGC,MS,64,2280059,Philadelphia,2,10,10,0,0,2277,955,172591,198549,20612,32537,110161,73180,20534,71199,,
1901,NGC,MS,63,2177442,New Orleans,2,10,10,0,0,1862,1943,176559,211430,26600,38220,110164,83816,27498,77603,,
1881,PCGS,MS,64,1857764,Philadelphia,1,10,10,1.75,0,2767,1053,183700,233250,22464,30740,110167,84978,32683,87364,,
1885,PCGS,MS,63,2151943,Philadelphia,1,10,9,0,0,5033,1906,179913,220524,29107,31628,110189,76926,24163,79808,,
1880,PCGS-CAC,MS,66,2284079,San Francisco,1,10,10,0,0,3445,2114,169375,202435,26791,40198,110192,74652,25866,76244,,
1878,PCGS,MS,65,2252086,San Francisco,2,10,10,0,0,2659,1368,188860,209834,23350,33048,110198,72855,28898,79658,,
1882,PCGS,MS,66,2287709,San Francisco,1,10,10,0,0,994,1875,177711,211202,17175,35322,110208,74796,22734,75593,,
1881,NGC,MS,68,2207971,San Francisco,3,7,10,2,0,4135,2520,193715,198590,37223,34515,110208,69990,34902,79224,,
1885,NGC,MS,66,2064202,New Orleans,2,10,10,1.75,0,850,1998,177998,231337,17175,38100,110219,87624,31310,79796,,
1890,PCGS,MS,63,2177400,New Orleans,1,10,10,0,0,3110,2661,175451,223290,24818,37441,110222,82048,28807,88918,,
1880,PCGS,MS,63,2253677,Carson City,2,10,10,0,0,4680,2006,180127,175783,33011,31251,110235,67571,25961,67205,,
1879,PCGS,MS,66,2121769,San Francisco,1,10,10,0,0,1922,1579,199246,240158,21214,36033,110244,80354,30868,83920,,
1878,PCGS,MS,65,1883367,San Francisco,2,9,9,1.4,0,1761,1611,184394,238740,22255,38479,110255,83681,24341,88799,,
1878,NGC,MS,64,2298745,San Francisco,3,10,9,2.05,0.65,2789,1770,179948,193212,30813,38381,110276,69471,23288,74919,,
1879,PCGS,MS,62,2184427,New Orleans,1,10,10,0,0,4297,1648,181756,216299,31551,31703,110286,80135,28310,82098,,
1885,NGC,MS,61,2223456,San Francisco,2,10,10,0,0,7025,2240,170822,205437,39800,36275,110294,73246,25639,80531,,
1885,PCGS,MS,66,2039086,Philadelphia,2,9,9,1.75,0,1884,1913,187502,225346,24368,33606,110298,77388,23188,77860,,
1882,NGC-CAC,MS,67,2273716,San Francisco,3,8,8,2.3,3.25,2873,2886,187775,244022,28472,46365,110306,86083,31736,90756,,
1880,NGC,MS,63,1883392,San Francisco,1,10,10,1.75,0,3186,1529,195240,234926,30925,34301,110307,82951,33175,86542,,
1885,PCGS,MS,64,2039080,Philadelphia,1,8,7,1.75,0,4387,2124,201640,212114,34298,33951,110320,70746,30848,80890,,
1884,NGC-GSA,MS,65,2288578,Carson City,1,10,10,0,0,3849,3010,178496,218116,23775,36845,110331,80553,26550,77642,,
1880,PCGS,MS,64,2291353,San Francisco,1,9,9,0,0,5116,2096,161532,198951,37788,40912,110333,73857,25268,72793,,
1878,NGC-CAC,MS,63,2090263,Philadelphia,2,10,10,0.7,0.35,2289,2260,173564,196574,27798,37398,110333,75585,22792,75304,,
1890,NGC,MS,64,2430396,Carson City,1,10,10,0,0,2658,1356,182245,197164,24800,31091,110341,70969,27815,74219,,
1883,NGC,MS,65,2254005,New Orleans,3,9,8,0.65,0,7012,5463,210089,244180,50479,55873,110354,73442,42457,101549,,
1885,PCGS,MS,65,2408846,San Francisco,2,9,8,1.75,1,2820,1782,180503,205813,31904,38223,110355,67681,31249,82507,,
1900,PCGS,MS,62,2287722,San Francisco,2,10,10,0,0,3458,3235,177772,214688,29949,45723,110362,74687,22272,71522,,
1880,PCGS,MS,65,2160389,Philadelphia,1,10,10,0,0,1536,1196,172521,235278,23029,34261,110386,86062,27717,84391,,
1878,NGC,MS,65,2298748,San Francisco,2,9,10,0.35,0,1537,1757,171391,194440,22500,37882,110388,73390,23919,79859,,
1891,NGC,MS,62,2192912,Carson City,1,10,10,0,0,3667,1499,176588,214708,28771,33999,110396,84768,29090,80560,,
1878,NGC,MS,63,2298787,San Francisco,1,10,10,0,0,3871,2388,183176,190364,23105,38952,110416,65262,27978,67263,,
1883,ICG,MS,64,2275558,Carson City,2,10,10,0,0,3346,1170,186955,215474,33431,33096,110427,80379,29752,84411,,
1897,PCGS,MS,63,1883365,San Francisco,2,10,10,0,0,3586,1370,199161,249418,33374,37777,110427,84780,32503,84731,,
1882,NGC,MS,63,2177369,San Francisco,2,10,10,0,0,2956,2545,154455,206131,23268,42260,110430,71211,19496,71841,,
1880,PCGS,MS,66,2178868,Carson City,1,10,10,0,0,1861,1311,179416,231154,19445,32604,110434,87825,29908,86973,,
1882,PCGS,MS,63,2257062,Carson City,1,10,10,0,0,3538,1753,191748,214012,27677,34861,110438,76446,27560,77723,,
1883,NGC-GSA,MS,65,2260066,Carson City,2,10,10,0,0,2252,3254,167630,215191,25989,36339,110440,81555,29693,82229,,
1879,PCGS,MS,64,2182935,Philadelphia,1,10,10,0,0,1655,2141,174032,235744,20870,33823,110449,84737,21046,85375,,
1901,NGC,MS,63,2283349,New Orleans,3,10,9,0,1.3,2630,1093,175324,187451,27053,35927,110453,71622,25921,75529,,
1887,PCGS,MS,63,2182960,New Orleans,1,10,10,0,0,3865,1351,192068,224816,29969,30166,110460,82141,28235,81982,,
1884,PCGS,MS,63,2296227,New Orleans,4,9,10,1.65,0.7,6295,2618,149126,182454,27347,34996,110489,79760,27427,69989,,
1879,PCGS-CAC,MS,66,2296667,San Francisco,1,10,10,0,0,1800,1849,183400,219342,22114,40978,110511,77339,27157,76919,,
1883,NGC-GSA,MS,65,2293751,Carson City,1,10,10,0,0,1403,1026,171475,196702,21237,31381,110520,67393,24783,78288,,
1880,NGC-CAC,MS,66,2198398,San Francisco,1,10,10,0,0,4028,2332,191042,218867,28116,31280,110536,79564,26775,77902,,
1880,PCGS,MS,65,2248005,San Francisco,2,10,10,0,0,4201,1902,180755,212384,26174,33527,110537,76903,26893,79479,,
1880,PCGS-CAC,MS,63,2212631,San Francisco,2,10,10,0,0,2307,1325,186785,221731,26305,36151,110538,83368,31430,82441,,
1881,PCGS-CAC,MS,64,2078684,Philadelphia,1,10,10,0,0,1691,1218,187805,240737,22877,32985,110561,84613,32879,89064,,
1883,PCGS,MS,63,1872288,Carson City,2,9,8,1.75,0,2000,935,196180,216958,27846,31925,110579,75024,29019,83950,,
1880,PCGS,MS,65,2241101,Carson City,2,10,10,0,0,3516,2782,177762,205718,25745,30745,110587,79407,30990,80931,,
1880,NGC,MS,65,1853852,San Francisco,1,10,10,1.75,0,2584,1223,196951,240984,27545,33943,110605,85255,29211,85464,,
1878,PCGS,MS,65,2287700,San Francisco,1,10,10,0,0,966,2698,182308,210363,18304,43535,110613,69056,24493,77344,,
1878,NGC,MS,64,2291667,San Francisco,2,7,9,0,0,3149,3354,169322,206820,27504,42200,110616,74108,23657,79762,,
1882,PCGS,MS,65,2452443,San Francisco,1,10,10,0,0,2354,1880,171058,198866,23314,37214,110635,60363,27672,76717,,
1881,PCGS,MS,67,2127307,San Francisco,1,10,9,0,0,3404,2324,182432,213017,33842,39529,110635,72785,29125,78745,,
1883,NGC,MS,65,2093116,New Orleans,2,9,9,1.75,0.65,2236,1690,170472,202298,23034,34230,110652,74015,26038,83064,,
1887,PCGS,MS,64,2121290,Philadelphia,1,10,10,0,0,4000,1534,194064,224833,29138,32211,110662,78154,26339,80032,,
1898,PCGS,MS,65,2408873,San Francisco,2,9,9,0,0,3246,2001,179709,187110,28992,31937,110667,65567,29411,69860,,
1878,NGC-CAC,MS,63,2298287,Philadelphia,3,5,3,3.6,3.6,3124,1918,174650,230383,37339,38272,110689,79533,23253,93165,,
1897,PCGS,MS,65,2207921,San Francisco,2,10,10,0,0,1716,1583,177603,222860,22538,35527,110698,83097,25296,83833,,
1880,PCGS-CAC,MS,66,1853755,San Francisco,2,10,10,1.75,0,2154,1477,176159,238610,24345,37299,110706,88007,28491,82103,,
1883,PCGS,MS,65,2099204,Carson City,2,10,10,1.75,0.65,2009,2112,175893,229647,21324,40434,110708,87662,21823,84666,,
1879,PCGS,MS,63,1883839,San Francisco,2,10,10,1.75,0.35,5135,1650,182443,233373,39187,35145,110716,86645,23411,82934,,
1880,PCGS,MS,65,2420352,San Francisco,3,9,9,3.7,2.6,1535,1463,187479,181033,20807,33296,110717,63516,35491,80307,,
1878,NGC,MS,63,2422482,San Francisco,1,9,10,1.4,0,2459,2339,172689,202114,27382,38806,110720,73774,25929,75488,,
1880,PCGS,MS,65,2260080,San Francisco,1,10,10,0,0,3832,1699,178509,224640,27727,34490,110726,81856,26403,83052,,
1883,PCGS-CAC,MS,65,2281309,Carson City,1,10,10,0,0,809,1421,171417,186941,19687,31124,110727,69336,26165,72298,,
1878,PCGS,MS,63,2298747,Philadelphia,2,10,10,0,0,4495,2129,179248,230407,28961,39222,110730,85484,24289,85774,,
1904,NGC,MS,65,2110831,New Orleans,1,10,10,0,0,3188,1856,163855,194905,21893,27689,110736,74574,22035,74488,,
